filename,vessel_density
Angio Retina_OS-Superficial_sub-000104.png_IT.csv,51.96976936506478
Angio Retina_OS-Superficial_sub-000104.png_IS.csv,57.73922631627309
Angio Retina_OS-Superficial_sub-000111.png_II.csv,77.94575493345572
Angio Retina_OS-Superficial_sub-000111.png_innerCircle.csv,19.98787061994609
Angio Retina_OD-Deep_sub-000111.png_IT.csv,92.65502878843563
Angio Retina_OD-Deep_sub-000111.png_IS.csv,94.3740046551513
Angio Retina_OD-Superficial_sub-000111.png_IN.csv,68.61707205139973
Angio Retina_OD-Deep_sub-000111.png_II.csv,91.67641996557659
Angio Retina_OD-Deep_sub-000111.png_IN.csv,89.76149495942956
Angio Retina_OS-Deep_sub-000111.png_II.csv,95.63639444256184
Angio Retina_OD-Deep_sub-000111.png_innerCircle.csv,49.23252605763335
Angio Retina_OD-Superficial_sub-000111.png_II.csv,75.14520422212024
Angio Retina_OD-Superficial_sub-000111.png_IS.csv,74.62464394009005
Angio Retina_OS-Deep_sub-000111.png_innerCircle.csv,49.253158977372905
Angio Retina_OS-Superficial_sub-000111.png_IS.csv,76.20040430028484
Angio Retina_OS-Deep_sub-000111.png_IT.csv,90.43697669155918
Angio Retina_OS-Deep_sub-000111.png_IS.csv,88.51154107264087
Angio Retina_OD-Superficial_sub-000111.png_innerCircle.csv,21.114285714285714
Angio Retina_OD-Superficial_sub-000111.png_IT.csv,69.70807681705412
Angio Retina_OS-Superficial_sub-000111.png_IT.csv,73.58853257373886
Angio Retina_OS-Superficial_sub-000111.png_IN.csv,74.77980725103258
Angio Retina_OS-Deep_sub-000111.png_IN.csv,92.66655371060658
Angio Retina_OD-Superficial_sub-000064.png_II.csv,44.746397430013765
Angio Retina_OD-Deep_sub-000064.png_IN.csv,43.98219366681964
Angio Retina_OD-Superficial_sub-000064.png_IN.csv,30.430105553005966
Angio Retina_OD-Deep_sub-000064.png_IS.csv,62.753376826242764
Angio Retina_OS-Deep_sub-000064.png_innerCircle.csv,27.084501347708894
Angio Retina_OD-Superficial_sub-000064.png_IT.csv,46.82605899108702
Angio Retina_OD-Deep_sub-000064.png_IT.csv,60.681154093540385
Angio Retina_OD-Superficial_sub-000064.png_innerCircle.csv,8.763072776280323
Angio Retina_OS-Superficial_sub-000064.png_IN.csv,54.03671408903167
Angio Retina_OS-Deep_sub-000064.png_II.csv,57.14511243689766
Angio Retina_OD-Deep_sub-000064.png_innerCircle.csv,26.939353099730457
Angio Retina_OS-Deep_sub-000064.png_IT.csv,61.5403840852706
Angio Retina_OS-Deep_sub-000064.png_IS.csv,62.3560599099513
Angio Retina_OD-Deep_sub-000064.png_II.csv,55.87893529141808
Angio Retina_OS-Deep_sub-000064.png_IN.csv,64.58815970628729
Angio Retina_OS-Superficial_sub-000064.png_II.csv,54.756402019274894
Angio Retina_OS-Superficial_sub-000064.png_IS.csv,50.46779380685473
Angio Retina_OS-Superficial_sub-000064.png_innerCircle.csv,10.006469002695418
Angio Retina_OD-Superficial_sub-000064.png_IS.csv,51.92198842231002
Angio Retina_OS-Superficial_sub-000064.png_IT.csv,48.57456583662593
Angio Retina_OD-Superficial_sub-000093.png_IT.csv,41.87222746578575
Angio Retina_OD-Deep_sub-000093.png_IN.csv,54.25377987319135
Angio Retina_OS-Deep_sub-000093.png_innerCircle.csv,33.39415322580645
Angio Retina_OD-Superficial_sub-000093.png_IS.csv,44.23206701274186
Angio Retina_OS-Deep_sub-000093.png_IS.csv,56.52392752052037
Angio Retina_OD-Superficial_sub-000093.png_II.csv,47.93093270365998
Angio Retina_OS-Deep_sub-000093.png_II.csv,60.372615909443326
Angio Retina_OS-Superficial_sub-000093.png_innerCircle.csv,15.247547516860822
Angio Retina_OD-Deep_sub-000093.png_II.csv,62.69826044545602
Angio Retina_OS-Superficial_sub-000093.png_IN.csv,52.2285573851069
Angio Retina_OD-Deep_sub-000093.png_innerCircle.csv,29.766537649542574
Angio Retina_OS-Superficial_sub-000093.png_IS.csv,51.682815581854044
Angio Retina_OS-Superficial_sub-000093.png_II.csv,48.2597689850086
Angio Retina_OD-Deep_sub-000093.png_IT.csv,63.356933115823814
Angio Retina_OD-Superficial_sub-000093.png_IN.csv,42.94887839433294
Angio Retina_OS-Deep_sub-000093.png_IN.csv,65.83547836873935
Angio Retina_OS-Superficial_sub-000093.png_IT.csv,48.78562623274162
Angio Retina_OD-Deep_sub-000093.png_IS.csv,64.48042414355628
Angio Retina_OS-Deep_sub-000093.png_IT.csv,60.412110887409014
Angio Retina_OD-Superficial_sub-000093.png_innerCircle.csv,9.738657265481299
Angio Retina_OD-Superficial_sub-000044.png_II.csv,59.59980269648142
Angio Retina_OD-Superficial_sub-000044.png_IS.csv,55.84765539803708
Angio Retina_OS-Deep_sub-000044.png_IT.csv,71.47771754111918
Angio Retina_OD-Superficial_sub-000044.png_IN.csv,51.40436260002192
Angio Retina_OS-Superficial_sub-000044.png_IN.csv,61.50674621385957
Angio Retina_OS-Superficial_sub-000044.png_II.csv,64.00146856356126
Angio Retina_OS-Deep_sub-000044.png_II.csv,72.96089949518128
Angio Retina_OS-Deep_sub-000044.png_IN.csv,72.17962368058743
Angio Retina_OS-Deep_sub-000044.png_IS.csv,71.92125333088303
Angio Retina_OD-Deep_sub-000044.png_IS.csv,68.80732971953806
Angio Retina_OS-Superficial_sub-000044.png_IS.csv,58.67021960856381
Angio Retina_OS-Superficial_sub-000044.png_IT.csv,57.49572728108058
Angio Retina_OS-Deep_sub-000044.png_innerCircle.csv,41.824528301886794
Angio Retina_OD-Deep_sub-000044.png_II.csv,75.64607797087835
Angio Retina_OD-Deep_sub-000044.png_innerCircle.csv,39.837982832618025
Angio Retina_OD-Superficial_sub-000044.png_innerCircle.csv,14.665148398471937
Angio Retina_OD-Deep_sub-000044.png_IN.csv,69.53182245185533
Angio Retina_OS-Superficial_sub-000044.png_innerCircle.csv,14.417250673854447
Angio Retina_OD-Superficial_sub-000044.png_IT.csv,49.30676117775354
Angio Retina_OD-Deep_sub-000044.png_IT.csv,69.29849163327835
Angio Retina_OS-Deep_sub-000097.png_IN.csv,85.94235557768924
Angio Retina_OS-Superficial_sub-000097.png_IN.csv,68.13646943525664
Angio Retina_OS-Deep_sub-000097.png_II.csv,81.96439243027888
Angio Retina_OD-Superficial_sub-000097.png_IN.csv,60.5632397925256
Angio Retina_OS-Superficial_sub-000097.png_II.csv,68.23533014822982
Angio Retina_OD-Superficial_sub-000097.png_II.csv,68.4584386221572
Angio Retina_OS-Deep_sub-000097.png_IT.csv,83.57469266112008
Angio Retina_OS-Deep_sub-000097.png_innerCircle.csv,56.323574494175354
Angio Retina_OD-Deep_sub-000097.png_IN.csv,83.61862416107383
Angio Retina_OD-Deep_sub-000097.png_IS.csv,87.29347460477632
Angio Retina_OS-Superficial_sub-000097.png_IS.csv,66.1975263286799
Angio Retina_OD-Superficial_sub-000097.png_innerCircle.csv,22.511874197689345
Angio Retina_OD-Deep_sub-000097.png_innerCircle.csv,56.15429275158339
Angio Retina_OS-Superficial_sub-000097.png_innerCircle.csv,27.063304721030043
Angio Retina_OD-Deep_sub-000097.png_II.csv,94.83607382550336
Angio Retina_OS-Deep_sub-000097.png_IS.csv,83.72519557928722
Angio Retina_OD-Deep_sub-000097.png_IT.csv,91.31365623948874
Angio Retina_OS-Superficial_sub-000097.png_IT.csv,67.76218466813617
Angio Retina_OD-Superficial_sub-000097.png_IT.csv,69.54277755670513
Angio Retina_OD-Superficial_sub-000097.png_IS.csv,69.90887385594907
Angio Retina_OS-Deep_sub-000038.png_IS.csv,88.80348964013086
Angio Retina_OD-Superficial_sub-000038.png_innerCircle.csv,13.726954177897575
Angio Retina_OS-Superficial_sub-000038.png_II.csv,65.82027325698212
Angio Retina_OS-Deep_sub-000038.png_IT.csv,88.27142857142857
Angio Retina_OD-Deep_sub-000038.png_IN.csv,81.02824184566428
Angio Retina_OS-Superficial_sub-000038.png_innerCircle.csv,12.22665916760405
Angio Retina_OS-Superficial_sub-000038.png_IN.csv,63.2349809121961
Angio Retina_OD-Superficial_sub-000038.png_IN.csv,65.95098669114273
Angio Retina_OD-Deep_sub-000038.png_II.csv,84.43450013259083
Angio Retina_OS-Superficial_sub-000038.png_IT.csv,65.8698058154744
Angio Retina_OS-Deep_sub-000038.png_IN.csv,86.81102707442727
Angio Retina_OD-Deep_sub-000038.png_IS.csv,78.34749137244492
Angio Retina_OS-Deep_sub-000038.png_II.csv,91.70842924476598
Angio Retina_OD-Superficial_sub-000038.png_IT.csv,73.8387393182027
Angio Retina_OS-Deep_sub-000038.png_innerCircle.csv,49.72920952101087
Angio Retina_OS-Superficial_sub-000038.png_IS.csv,71.63135124257974
Angio Retina_OD-Deep_sub-000038.png_IT.csv,86.7608176267587
Angio Retina_OD-Superficial_sub-000038.png_II.csv,71.06406608536025
Angio Retina_OD-Superficial_sub-000038.png_IS.csv,73.69971515207205
Angio Retina_OD-Deep_sub-000038.png_innerCircle.csv,47.25176508344031
Angio Retina_OS-Superficial_sub-000110.png_IT.csv,59.14224019112377
Angio Retina_OD-Deep_sub-000110.png_II.csv,85.1975890410959
Angio Retina_OS-Deep_sub-000110.png_IN.csv,78.01246290801187
Angio Retina_OS-Deep_sub-000110.png_IT.csv,76.27627520759194
Angio Retina_OS-Deep_sub-000110.png_IS.csv,84.26524317912218
Angio Retina_OD-Superficial_sub-000110.png_II.csv,67.46525414425294
Angio Retina_OD-Superficial_sub-000110.png_IS.csv,69.74184693093225
Angio Retina_OD-Deep_sub-000110.png_IT.csv,83.50665502945668
Angio Retina_OS-Deep_sub-000110.png_II.csv,80.55916913946588
Angio Retina_OD-Deep_sub-000110.png_innerCircle.csv,42.24243314722304
Angio Retina_OD-Deep_sub-000110.png_IS.csv,84.94577787475453
Angio Retina_OS-Superficial_sub-000110.png_IS.csv,66.73426444914087
